PROPERTY_TYPE,SUBURB,POSTCODE,LAND_SIZE,FLOOR_AREA,NUM_BEDROOMS,NUM_BATHROOMS,TOILETS,NUM_CARSPACE,GARAGE_AREA,NUM_STOREYS,NUM_BUILDINGS,BUILT_YEAR,RENOVATION_YEAR,PROPERTY_CONDITION,OUTDOOR_FEATURE,AIRCONDITIONER,SOLAR_PANEL,POTENTIAL_SECOND_BUILDING,LATITUDE,LONGITUDE,DISTANCE_TO_WATER_M,DISTANCE_TO_BEACHES,DISTANCE_TO_CBD,DISTANCE_TO_SCHOOLS,DISTANCE_TO_BUS,DISTANCE_TO_TRAIN,DISTANCE_TO_UNIVERSITY,DISTANCE_TO_HOSPITALS,DISTANCE_TO_GYM,DISTANCE_TO_PARKS,DISTANCE_TO_SHOPPING_CENTERS,NEAR_HIGHWAY,NEAR_GOOD_SCHOOLS,NEAR_GOOD_UNIVERSITIES,FLOOD_RISK,BUSHFIRE_RISK,COASTAL_EROSION_RISK,AIR_QUALITY,WALKABILITY,CRIME_STATISTICS,COUNCIL_RATES,WEEKLY_RENT_RATE,AVG_RENTAL_PRICE,RENT_RATE,RENTAL_GROWTH,RENTAL_PRICE_GROWTH,RENTAL_VACANCY_RATE,VACANCY_RATE,NUM_SALES_NEARBY,PROPERTY_SALES_VOLUME,AUCTION_CLEARANCE_RATE,SUBURB_MEAN_PRICE,MEAN_PRICE_AREA,SUBURB_PRICE_GROWTH,HISTORICAL_CAPITAL_GROWTH,POPULATION_GROWTH,PRICE_GROWTH,PRICE_RATE,MEAN_PRICE,MEAN_PRICE_RATE,MEAN_SALE_PERCENTAGE,MEAN_SALE_RATE_PERCENTAGE,RECENT_SALE_RATE_PERCENT
House,MOSMAN,2088,437,290,4,3,3,2,36,3,1,2005,2018,Renovated,balcony;garden;pool,1,,,-33.82962877,151.2488503,200,0.2,5.68,0.47,,,,,,0.2,,0,1,,Low,Low,,,,,,4000,,,,0.023,,,,145,0.4,,,-0.146,0.12635,,3075000,632400.76,5141666.67,2114857.83,0.351026,0.149367,
